carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1997.6307314899786
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5583.185519520386
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,-179.3628659695496
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,486.27194659427187
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1747.2027970190647
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,278.43049626405264
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,1202.6890164391152
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2371.2728213699593
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,280.6634722803574
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6616.227334749834
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3570.659328333586
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1077.5711175864271
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5257.121728009741
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,7827.082771377123
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,14349.217104751926
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,13851.165143964981
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,6071.429563867105
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4607.69173319822
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,5727.977856110645
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,2845.9069104797636
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1376.8082414892997
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1472.3759243888817
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,6530.575801671806
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,705.2062827748305
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,14913.333350677367
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,11625.20571926671
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,2345.767778283913
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3269.590854638969
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1130.7535698253341
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,459.8966576789535
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5525.555530490792
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,18103.699425351577
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,733.5784089912268
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1034.0944041469447
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,7681.844006476376
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5156.514790877154
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,1047.7751191528841
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,6383.053979952689
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2368.1178619299826
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,323.487224487857
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,3247.8039362184027
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,858.8729548611118
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,6791.8938809955835
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,653.0754704574138
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9312.005306074614
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,3343.6876334355475
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,5549.56971974063
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,341.7210246073155
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,698.0379544227762
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,5194.94947894806
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,2858.293493102199
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,7463.629759801037
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,14802.307458750949
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2664.846622267727
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,2167.4582516584487
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,662.6002860906156
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,1717.5132330704691
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,5147.672019907071
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,7591.049105904183
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,5196.582866223738
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,6459.453980867907
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,388.16691621253267
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7973.1899006053445
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,522.9024257328201
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,3312.9767246004667
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,681.3011464854717
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5185.479913603873
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,3303.8933762402667
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,837.2526351119341
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5859.8390364943425
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,5440.387421198573
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2961.9303652929484
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9603.728091095914
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1162.70843957947
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2882.6539367963633
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1133.235538351466
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,3015.4852865665125
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,647.5037857910829
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1714.080342310408
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1756.1815062195055
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,616.3103092982346
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,6019.625758617074
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,3173.4079298433862
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,890.9012267884682
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1753.9104205870171
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2891.190504628892
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5791.355763258502
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,15100.670125311593
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,7797.889771449336
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5506.941596536273
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,792.3162541115234
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,483.21809686658526
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,917.0542365632755
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,454.0865473690392
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,9245.407038211255
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,666.4172605118401
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9274.701853063852
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,3470.509422862262
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1081.931288204345
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,3677.1040017238447
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,6993.693185603612
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4384.88133236218
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,424.6910247590604
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,693.8117876095312
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4447.597564335283
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,6046.709989140096
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,399.7717825000509
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,7136.069781560207
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,1229.5728760264828
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9844.257594794528
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,4845.7329917806765
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,5803.730449334984
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3670.6036118553566
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2355.1581234725345
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,4715.969267890698
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1942.1176014787416
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,608.6517634320007
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5988.982027820966
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,3545.215690346591
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,6296.4384376431335
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,2042.5573562186291
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,-234.37825595947652
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,5601.209037284734
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1100.8471524050765
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,5640.2835037978675
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,5541.873593071261
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,7875.927088150214
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,14085.28116377844
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,2886.608217283054
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3231.495221067751
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,3029.650630891916
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,6638.841913434357
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,14131.434380071267
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,4846.686549307358
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,4659.903831305472
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,13394.484798526726
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1150.961561778513
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4989.935761068644
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,2982.9437668086866
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,691.6459149922812
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,606.6917683538122
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,227.4072695038376
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2838.1270133545477
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,474.8782435997382
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3652.4052167994814
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,5743.226313201927
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1157.145999413482
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2121.6600455575644
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3131.3140234128587
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,542.8929609857696
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,3339.544553117401
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,775.5775860749491
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,-210.33550310688588
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,2841.7728289382685
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2500.791455638526
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2135.021073123098
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,56.37520695676358
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3166.472374166111
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,9252.439538149456
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,5954.7345480592285
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,704.5806459775085
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2515.5069998338004
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5569.043734324325
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,254.14543458908884
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,10749.273019848424
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3322.2676198479385
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,1154.896394495776
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,463.4281327394092
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,6832.939582079573
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2102.6724751257716
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14361.13509795447
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,2040.6610547743621
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3348.525842637984
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1305.7787880273572
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,496.52761204003036
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,13807.151203187057
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,430.08017270037817
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,685.8279999670231
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1297.1883827833444
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,1070.7326880008331
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1820.2719393307925
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,604.8904047058058
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,5363.788071219684
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,588.860067872567
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,232.65689485906478
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,9663.784102951584
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,414.28354780341033
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,8920.090484189801
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5361.523394177877
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,7798.563417809966
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3234.2602522455127
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,181.38904050515703
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,11002.998597761174
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,637.297143810054
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,5926.514981798791
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2635.8113882673824
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,5213.440358500902
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,5901.535747318256
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1624.997028027883
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,13661.241746498505
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,504.8310871229478
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,5204.963409426917
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,9448.04886406786
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,270.8758960197665
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,332.3589892408054
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6768.591304047197
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,956.638785258925
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13983.135083628616
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,640.6051272449622
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,927.7786388084351
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,5987.150249455608
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2911.4506547795136
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,10206.3502416601
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1177.921066742776
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,5023.657966905779
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4909.390774629228
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,8647.642839180644
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,803.3305506676661
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3046.8624573611633
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,5271.168319820032
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,1151.3380773989884
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,-138.4947138900243
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,669.269800042377
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,292.0833768727898
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1562.8877241540504
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,634.6705664087058
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,4181.29954788593
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,355.2875643058942
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,521.1306297231495
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,3151.78871276274
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,10499.105275550595
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2999.339980446279
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5780.029868875541
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2376.794089136929
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,5386.717111930238
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4470.323518085239
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,4684.427660037032
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,1028.5653964387202
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,7191.213861878983
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3448.2405175264357
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,4144.461620493057
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,9725.146966005894
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,853.4506661092928
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,2180.1245168338646
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6048.030681287357
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,5736.357860923705
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,624.1901513187986
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,1213.7652823727185
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,624.1901513187986
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,7205.562526840828
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,6453.582939074975
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,7155.070080672978
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5210.513276261992
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,433.7265621395745
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,458.74074219484464
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,2959.80497416258
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,5364.28891768416
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,6432.7132354625155
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,3001.946681706966
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,6158.036682274653
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,5906.559437162998
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,5844.874306348134
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,304.5715980205714
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2950.2976078911015
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,4900.5656534133595
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,519.6996553131503
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4051.987573461356
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1300.0689768352458
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,76.73640467126097
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,703.2245796819007
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,2141.671349563763
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1589.0854357753487
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,9513.105698570243
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,860.3146248043631
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,204.1812870596841
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,453.2292954737204
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1862.3626534303112
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,14661.00790227715
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,2038.5315603410418
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,3663.2598323563034
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,431.627792921372
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,-33.31508046745512
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,11105.759501099223
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,629.0383705736313
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,6247.382327004463
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,9698.883573728906
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5034.907671365099
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,2412.1008965431975
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,-33.07203257369838
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,14329.766280812053
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4337.542030801873
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,5640.848639292279
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,5411.068538135249
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,755.9144443448058
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,9411.574297933283
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,2397.4794696838653
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,702.3480902754818
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1079.3656067959164
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2420.775389627852
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,1793.1383298028559
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,6152.178794843901
0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,2032.8248767058576
1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,5409.5814290829985
0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,108.0015519050794
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,14335.500403651138
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,6559.25870794474
0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,405.4100516182116
0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,2955.0480461751213
1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,6696.349692451253
1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,5339.810360393221
0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,1818.8457663116824
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,1102.421004258038
1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,7056.389221072446
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,859.6668047697713
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,5949.480974548751
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3437.2032455622575
1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,5988.686913097808
0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,1023.1037855856812
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,11326.028532677108
0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,-22.222986787877744
0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,620.1018742923297
0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,881.5195006234972
0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,686.4155271481577
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,481.29690494240276
0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,3125.4912601500328
